egoid,vertex1,vertex2,wave
48224,946442,426884,1
48224,269623,459923,1
48224,632741,266076,1
48224,269623,260351,1
48224,41268,266076,1
48224,269623,861940,1
48224,48224,998005,1
48224,343726,269623,1
48224,57443,632741,1
48224,343726,241755,1
48224,57443,260351,1
48224,260351,861940,1
48224,343726,281605,1
48224,632741,946442,1
48224,861940,41268,1
48224,998005,946442,1
48224,269623,632741,1
48224,861940,22143,1
48224,426884,266076,1
48224,260351,459923,1
48224,269623,266076,1
48224,462634,202093,1
48224,48224,946442,1
48224,269623,434532,1
48224,632741,41268,1
48224,459923,426884,1
48224,861940,266076,1
48224,459923,266076,1
48224,22143,434532,1
48224,48224,861940,1
48224,269623,946442,1
48224,269623,41268,1
48224,534489,462634,1
48224,57443,281605,1
48224,946442,459923,1
48891,883431,416053,1
48891,48891,416053,1
48891,926069,331643,1
48891,393273,926069,1
48891,48891,331643,1
48891,204796,926069,1
48891,204796,394418,1
48891,393273,204796,1
48891,48891,204796,1
48891,832016,394418,1
48891,204796,331643,1
48891,393273,394418,1
48891,832016,926069,1
48891,394418,331643,1
48891,393273,832016,1
48891,48891,832016,1
48891,393273,331643,1
48891,832016,331643,1
48891,48891,394418,1
48891,48891,926069,1
48891,48891,883431,1
48891,48891,393273,1
48891,204796,832016,1
48891,926069,394418,1
48946,48946,813758,1
48946,48946,643902,1
48946,48946,80675,1
48946,48946,899967,1
48946,48946,573640,1
48946,48946,383456,1
48946,48946,907114,1
48946,48946,211398,1
48946,48946,863659,1
48946,48946,764452,1
48946,48946,637632,1
48946,863659,211398,1
48946,907114,211398,1
48946,863659,643902,1
48946,573640,899967,1
48946,863659,383456,1
48946,383456,899967,1
48946,907114,637632,1
48946,764452,637632,1
48946,764452,907114,1
48946,863659,702588,1
48946,702588,899967,1
48946,863659,637632,1
48946,813758,637632,1
48946,907114,702588,1
48946,383456,702588,1
48946,813758,698121,1
48946,813758,702588,1
48946,764452,899967,1
48946,764452,573640,1
48946,211398,643902,1
48946,813758,899967,1
48946,907114,899967,1
48946,383456,637632,1
48946,863659,899967,1
48946,907114,383456,1
48946,813758,383456,1
48946,702588,637632,1
48946,764452,383456,1
48946,863659,907114,1
48946,899967,643902,1
48946,907114,643902,1
48946,899967,637632,1
48946,48946,702588,1
48946,48946,698121,1
48946,764452,643902,1
48946,573640,383456,1
48946,698121,80675,1
48946,764452,211398,1
48946,764452,863659,1
48946,383456,643902,1
48946,764452,702588,1
48969,48969,974628,1
48969,48969,770886,1
48969,48969,995064,1
48969,48969,341004,1
48969,48969,542507,1
48969,48969,14511,1
48969,48969,247556,1
48969,48969,909750,1
48969,48969,968234,1
48969,48969,757802,1
48969,518252,731321,1
48969,48969,977972,1
48969,995064,320701,1
48969,702106,974628,1
48969,900936,341004,1
48969,542507,320701,1
48969,770886,773258,1
48969,773258,909750,1
48969,900936,365501,1
48969,995064,731321,1
48969,341004,977972,1
48969,341004,365501,1
48969,770886,848701,1
48969,518252,995064,1
48969,542507,341004,1
48969,770886,909750,1
48969,773258,320701,1
48969,900936,320701,1
48969,48969,773258,1
48969,341004,518252,1
48969,542507,757802,1
48969,770886,968234,1
48969,848701,320701,1
48969,365501,977972,1
48969,48969,365501,1
48969,773258,848701,1
48969,48969,518252,1
48969,900936,977972,1
48969,542507,909750,1
48969,341004,974628,1
48969,365501,731321,1
48969,518252,320701,1
48969,995064,977972,1
48969,542507,773258,1
48969,542507,900936,1
48969,995064,974628,1
48969,542507,770886,1
48969,341004,995064,1
48969,900936,974628,1
48969,320701,977972,1
48969,848701,995064,1
48969,900936,848701,1
48969,542507,247556,1
48969,900936,995064,1
48969,518252,757802,1
48969,974628,320701,1
48969,518252,704888,1
48969,974628,977972,1
48969,341004,848701,1
48969,995064,365501,1
48969,968234,247556,1
48969,848701,731321,1
48969,341004,731321,1
48969,48969,848701,1
48969,773258,247556,1
48969,770886,247556,1
48969,770886,974628,1
48969,518252,974628,1
48969,48969,900936,1
48969,770886,518252,1
48969,974628,731321,1
48969,968234,909750,1
48969,900936,518252,1
48969,518252,365501,1
48969,542507,518252,1
48969,731321,977972,1
48969,848701,977972,1
48969,365501,320701,1
48969,773258,518252,1
48969,48969,731321,1
48969,542507,14511,1
48969,341004,320701,1
48969,848701,974628,1
48969,320701,731321,1
48969,518252,977972,1
48969,773258,974628,1
48969,974628,365501,1
48969,848701,365501,1
48969,900936,731321,1
48969,518252,848701,1
48969,773258,968234,1
48969,542507,848701,1
48969,770886,14511,1
48969,542507,968234,1
48969,542507,974628,1
48969,48969,702106,1
48969,48969,704888,1
48969,48969,320701,1
49010,49010,995681,1
49010,49010,397028,1
49010,49010,695187,1
49010,49010,753222,1
49010,49010,910997,1
49010,49010,767298,1
49010,397028,767298,1
49010,995681,767298,1
49010,753222,995681,1
49010,397028,995681,1
49010,767298,695187,1
49010,995681,695187,1
49010,753222,695187,1
49010,767298,910997,1
49010,753222,397028,1
49010,397028,695187,1
49010,695187,910997,1
49010,753222,767298,1
49086,49086,38610,1
49086,38610,92340,1
49086,49086,845739,1
49086,92340,14301,1
49086,49086,21090,1
49086,49086,896103,1
49086,49086,377025,1
49086,568569,14301,1
49086,377025,14301,1
49086,531930,21090,1
49086,92340,531930,1
49086,92340,21090,1
49086,49086,547378,1
49086,49086,92340,1
49086,49086,531930,1
49086,38610,568569,1
49086,568569,21090,1
49086,38610,979370,1
49086,49086,14301,1
49086,49086,708981,1
49086,49086,211754,1
49086,49086,210760,1
49086,49086,568569,1
49086,49086,265441,1
49086,38610,14301,1
49086,49086,991566,1
49086,377025,21090,1
49086,92340,568569,1
49086,14301,979370,1
49086,92340,979370,1
49086,92340,708981,1
49086,49086,547950,1
49086,49086,508927,1
49086,38610,531930,1
49086,92340,377025,1
49086,531930,14301,1
49086,49086,979370,1
49086,14301,21090,1
49086,38610,377025,1
49086,38610,21090,1
49086,508927,547950,1
49086,245229,979370,1
49086,265441,211754,1
49086,568569,979370,1
49086,462587,21090,1
49086,265441,896103,1
49086,265441,508927,1
49086,377025,462587,1
49086,568569,531930,1
49086,508927,210760,1
49086,979370,896103,1
49086,377025,531930,1
49086,265441,547950,1
49086,265441,547378,1
49086,531930,245229,1
49086,991566,845739,1
49086,979370,708981,1
49086,38610,245229,1
49086,508927,845739,1
49086,211754,845739,1
49086,531930,979370,1
49086,210760,547950,1
49086,377025,708981,1
49086,531930,462587,1
49086,92340,462587,1
49086,377025,979370,1
49086,547950,845739,1
49086,21090,979370,1
49086,377025,568569,1
49086,92340,245229,1
49086,210760,896103,1
49086,508927,211754,1
49086,21090,708981,1
49086,462587,979370,1
49086,245229,14301,1
49086,508927,991566,1
49086,568569,708981,1
49086,991566,547378,1
49086,531930,708981,1
49086,568569,245229,1
49086,14301,708981,1
49086,896103,547950,1
49086,210760,845739,1
49086,265441,845739,1
49086,462587,245229,1
49086,245229,708981,1
49086,547950,211754,1
49086,38610,462587,1
49086,377025,245229,1
49086,210760,211754,1
49086,508927,896103,1
49086,896103,211754,1
49086,462587,708981,1
49086,265441,991566,1
49086,38610,708981,1
49086,462587,14301,1
49086,547378,845739,1
49086,49086,245229,1
49086,508927,547378,1
49086,896103,845739,1
49086,49086,462587,1
49086,568569,462587,1
49086,245229,21090,1
49497,49497,291447,1
49497,49497,617852,1
49497,49497,794461,1
49497,49497,353893,1
49497,353893,617852,1
49497,291447,952374,1
49497,353893,291447,1
49497,404430,952374,1
49497,404430,617852,1
49497,49497,952374,1
49497,794461,353893,1
49497,404430,794461,1
49497,794461,291447,1
49497,49497,957082,1
49497,49497,404430,1
49497,291447,617852,1
49497,617852,952374,1
49497,353893,952374,1
49497,404430,353893,1
49497,404430,957082,1
49497,404430,291447,1
49497,794461,957082,1
49539,49539,843529,1
49539,49539,396672,1
49539,49539,655517,1
49539,49539,284206,1
49539,49539,162739,1
49539,49539,756834,1
49539,49539,753984,1
49539,49539,282163,1
49539,49539,789167,1
49539,49539,459710,1
49539,49539,446309,1
49539,49539,788756,1
49539,282163,753984,1
49539,788756,843529,1
49539,282163,446309,1
49539,162739,655517,1
49539,789167,843529,1
49539,284206,843529,1
49539,282163,788756,1
49539,459710,284206,1
49539,284206,788756,1
49539,396672,655517,1
49539,282163,459710,1
49539,282163,396672,1
49539,756834,284206,1
49539,789167,655517,1
49539,789167,446309,1
49539,459710,396672,1
49539,162739,789167,1
49539,789167,396672,1
49539,396672,284206,1
49539,162739,843529,1
49539,788756,753984,1
49539,282163,162739,1
49539,789167,753984,1
49539,756834,843529,1
49539,789167,756834,1
49539,655517,753984,1
49539,282163,756834,1
49539,162739,788756,1
49539,282163,789167,1
49539,446309,843529,1
49539,162739,753984,1
49539,756834,753984,1
49539,789167,788756,1
49539,843529,753984,1
49539,162739,756834,1
49539,655517,843529,1
49539,756834,788756,1
49539,284206,753984,1
49539,789167,284206,1
49539,655517,284206,1
49539,655517,788756,1
49539,446309,459710,1
49539,756834,396672,1
49539,459710,655517,1
49539,446309,756834,1
49539,282163,284206,1
49539,756834,655517,1
49539,446309,655517,1
49539,162739,446309,1
49539,789167,459710,1
49539,282163,655517,1
49539,446309,284206,1
49539,282163,843529,1
49539,459710,756834,1
49539,396672,843529,1
49539,162739,459710,1
49539,162739,396672,1
49539,446309,396672,1
49539,162739,284206,1
49790,49790,383919,1
49790,49790,798893,1
49790,49790,987999,1
49790,49790,593800,1
49790,49790,477693,1
49790,49790,743352,1
49790,49790,559083,1
49790,49790,659477,1
49790,49790,501973,1
49790,593800,559083,1
49790,477693,290827,1
49790,477693,764469,1
49790,659477,987999,1
49790,290827,764469,1
49790,383919,559083,1
49790,477693,606433,1
49790,798893,764469,1
49790,559083,798893,1
49790,593800,290827,1
49790,477693,383919,1
49790,383919,798893,1
49790,559083,764469,1
49790,798893,987999,1
49790,477693,559083,1
49790,501973,290827,1
49790,659477,559083,1
49790,987999,764469,1
49790,49790,982144,1
49790,659477,477693,1
49790,659477,501973,1
49790,593800,501973,1
49790,477693,798893,1
49790,982144,764469,1
49790,383919,987999,1
49790,383919,743352,1
49790,501973,383919,1
49790,501973,606433,1
49790,49790,606433,1
49790,559083,290827,1
49790,559083,987999,1
49790,659477,383919,1
49790,593800,606433,1
49790,290827,982144,1
49790,383919,290827,1
49790,593800,383919,1
49790,743352,987999,1
49790,477693,987999,1
49790,383919,764469,1
49790,659477,593800,1
49790,49790,290827,1
49790,743352,764469,1
49790,477693,743352,1
49790,559083,743352,1
49790,743352,798893,1
49790,49790,764469,1
49790,477693,593800,1
50766,50766,25197,1
50766,222223,56798,1
50766,50766,56798,1
50766,50766,480596,1
50766,480596,25197,1
50766,697225,56798,1
50766,480596,56798,1
50766,50766,697225,1
50766,56798,885998,1
50766,222223,25197,1
50766,25197,885998,1
50766,25197,732427,1
50766,875123,56798,1
50766,697225,25197,1
50766,50766,732427,1
50766,25197,56798,1
50766,875123,25197,1
50766,50766,875123,1
50766,50766,885998,1
50766,56798,732427,1
50766,50766,222223,1
50766,407301,899118,1
50766,875123,407301,1
50766,222223,407301,1
50766,222223,685909,1
50766,697225,732427,1
50766,480596,685909,1
50766,480596,875123,1
50766,222223,732427,1
50766,407301,885998,1
50766,875123,685909,1
50766,50766,407301,1
50766,875123,899118,1
50766,480596,732427,1
50766,25197,407301,1
50766,885998,685909,1
50766,732427,685909,1
50766,353462,480596,1
50766,353462,875123,1
50766,480596,222223,1
50766,407301,732427,1
50766,56798,685909,1
50766,697225,885998,1
50766,697225,222223,1
50766,50766,685909,1
50766,56798,899118,1
50766,25197,899118,1
50766,480596,885998,1
50766,56798,407301,1
50766,697225,407301,1
50766,353462,56798,1
50766,50766,353462,1
50766,885998,899118,1
50766,222223,875123,1
50766,875123,732427,1
50766,480596,407301,1
50766,353462,222223,1
50766,732427,885998,1
50766,875123,885998,1
50766,480596,697225,1
50766,697225,899118,1
50766,697225,875123,1
50766,697225,685909,1
50766,353462,697225,1
50766,353462,407301,1
50766,222223,899118,1
50766,732427,899118,1
50766,353462,25197,1
50766,480596,899118,1
50766,222223,885998,1
50766,25197,685909,1
50766,899118,685909,1
50766,407301,685909,1
50766,50766,899118,1
51437,51437,726176,1
51437,51437,423705,1
51437,51437,783628,1
51437,51437,404591,1
51437,51437,511006,1
51437,51437,992045,1
51437,51437,643587,1
51437,51437,260252,1
51437,51437,693718,1
51437,51437,848787,1
51437,51437,397168,1
51437,51437,595457,1
51437,51437,773443,1
51437,51437,527404,1
51437,51437,606192,1
51437,598358,992045,1
51437,527404,693718,1
51437,643587,260252,1
51437,404591,511006,1
51437,595457,397168,1
51437,598358,773443,1
51437,423705,726176,1
51437,404591,726176,1
51437,595457,996927,1
51437,693718,606192,1
51437,527404,848787,1
51437,693718,783628,1
51437,693718,397168,1
51437,527404,783628,1
51437,643587,996927,1
51437,511006,606192,1
51437,527404,397168,1
51437,404591,996927,1
51437,598358,404591,1
51437,511006,726176,1
51437,643587,848787,1
51437,527404,996927,1
51437,606192,783628,1
51437,848787,260252,1
51437,527404,423705,1
51437,606192,992045,1
51437,423705,606192,1
51437,527404,785942,1
51437,511006,397168,1
51437,848787,511006,1
51437,606192,397168,1
51437,511006,996927,1
51437,643587,404591,1
51437,511006,783628,1
51437,773443,992045,1
51437,598358,783628,1
51437,773443,785942,1
51437,595457,992045,1
51437,511006,992045,1
51437,643587,726176,1
51437,397168,996927,1
51437,598358,397168,1
51437,598358,643587,1
51437,404591,693718,1
51437,693718,992045,1
51437,783628,996927,1
51437,404591,992045,1
51437,773443,996927,1
51437,598358,606192,1
51437,598358,996927,1
51437,527404,643587,1
51437,595457,783628,1
51437,992045,785942,1
51437,783628,726176,1
51437,643587,773443,1
51437,773443,606192,1
51437,595457,726176,1
51437,404591,783628,1
51437,773443,783628,1
51437,783628,992045,1
51437,527404,595457,1
51437,527404,511006,1
51437,773443,595457,1
51437,773443,423705,1
51437,785942,996927,1
51437,511006,693718,1
51437,643587,606192,1
51437,848787,726176,1
51437,423705,992045,1
51437,423705,996927,1
51437,511006,785942,1
51437,848787,996927,1
51437,848787,773443,1
51437,595457,606192,1
51437,848787,397168,1
51437,848787,783628,1
51437,51437,598358,1
51437,598358,527404,1
51437,643587,992045,1
51437,773443,726176,1
51437,598358,595457,1
51437,404591,397168,1
51437,598358,693718,1
51437,848787,404591,1
51437,404591,423705,1
51437,643587,423705,1
51437,643587,511006,1
51437,595457,511006,1
51437,598358,848787,1
51437,783628,397168,1
51437,848787,992045,1
51437,598358,726176,1
51437,773443,511006,1
51437,773443,693718,1
51437,726176,992045,1
51437,606192,785942,1
51437,726176,785942,1
51437,773443,397168,1
51437,848787,693718,1
51437,527404,260252,1
51437,423705,511006,1
51437,527404,773443,1
51437,423705,783628,1
51437,527404,992045,1
51437,260252,404591,1
51437,595457,785942,1
51437,606192,996927,1
51437,848787,606192,1
51437,598358,785942,1
51437,404591,606192,1
51437,51437,996927,1
51437,773443,404591,1
51437,598358,260252,1
51437,693718,996927,1
51437,848787,595457,1
51437,726176,397168,1
51437,848787,785942,1
51437,595457,693718,1
51437,595457,423705,1
51437,527404,726176,1
51437,643587,693718,1
51437,693718,785942,1
51437,260252,783628,1
51437,527404,606192,1
51437,404591,785942,1
51437,785942,397168,1
51437,643587,785942,1
51437,992045,996927,1
51437,992045,397168,1
51437,643587,397168,1
51437,643587,783628,1
51437,726176,996927,1
51437,598358,511006,1
51437,606192,726176,1
51437,598358,423705,1
51437,848787,423705,1
51437,773443,260252,1
51437,693718,726176,1
51437,404591,595457,1
51437,527404,404591,1
51437,423705,693718,1
51437,260252,726176,1
51437,643587,595457,1
51437,783628,785942,1
51437,423705,397168,1
51437,51437,785942,1
51437,423705,785942,1
51475,51475,303969,1
51475,51475,571790,1
51475,51475,587251,1
51475,51475,850959,1
51475,51475,954467,1
51475,51475,701264,1
51475,51475,457608,1
51475,51475,435243,1
51475,51475,857728,1
51475,51475,708158,1
51475,51475,295746,1
51475,51475,675724,1
51475,864738,81647,1
51475,51475,420521,1
51475,51475,81647,1
51475,51475,383200,1
51475,51475,672122,1
51475,51475,864738,1
51475,51475,808116,1
51475,303969,571790,1
51475,850959,420521,1
51475,708158,457608,1
51475,366341,672122,1
51475,383200,808116,1
51475,857728,571790,1
51475,864738,701264,1
51475,850959,675724,1
51475,775599,675724,1
51475,864738,295746,1
51475,366341,850959,1
51475,864738,954467,1
51475,675724,954467,1
51475,435243,295746,1
51475,366341,808116,1
51475,857728,775599,1
51475,383200,295746,1
51475,708158,295746,1
51475,864738,675724,1
51475,420521,587251,1
51475,366341,587251,1
51475,675724,303969,1
51475,435243,303969,1
51475,420521,303969,1
51475,435243,420521,1
51475,435243,708158,1
51475,383200,850959,1
51475,435243,587251,1
51475,864738,808116,1
51475,420521,295746,1
51475,864738,366341,1
51475,383200,775599,1
51475,850959,708158,1
51475,864738,857728,1
51475,857728,850959,1
51475,435243,675724,1
51475,366341,701264,1
51475,435243,571790,1
51475,708158,571790,1
51475,850959,701264,1
51475,864738,435243,1
51475,587251,295746,1
51475,383200,435243,1
51475,420521,954467,1
51475,701264,587251,1
51475,420521,808116,1
51475,675724,457608,1
51475,383200,571790,1
51475,857728,672122,1
51475,775599,701264,1
51475,775599,850959,1
51475,51475,366341,1
51475,864738,850959,1
51475,366341,954467,1
51475,857728,457608,1
51475,366341,420521,1
51475,435243,808116,1
51475,587251,954467,1
51475,383200,587251,1
51475,295746,571790,1
51475,864738,420521,1
51475,672122,587251,1
51475,857728,675724,1
51475,675724,571790,1
51475,701264,571790,1
51475,850959,808116,1
51475,383200,420521,1
51475,775599,808116,1
51475,383200,303969,1
51475,864738,775599,1
51475,850959,571790,1
51475,366341,435243,1
51475,708158,672122,1
51475,850959,295746,1
51475,775599,295746,1
51475,857728,295746,1
51475,850959,672122,1
51475,420521,672122,1
51475,383200,708158,1
51475,864738,303969,1
51475,672122,571790,1
51475,672122,295746,1
51475,303969,295746,1
51475,775599,571790,1
51475,775599,420521,1
51475,857728,303969,1
51475,366341,571790,1
51475,857728,420521,1
51475,857728,587251,1
51475,366341,295746,1
51475,383200,701264,1
51475,864738,383200,1
51475,366341,775599,1
51475,587251,303969,1
51475,864738,587251,1
51475,303969,954467,1
51475,864738,457608,1
51475,857728,366341,1
51475,708158,954467,1
51475,51475,775599,1
51475,857728,954467,1
51475,672122,954467,1
51475,675724,587251,1
51475,383200,672122,1
51475,435243,850959,1
51475,587251,571790,1
51475,775599,672122,1
51475,864738,708158,1
51475,672122,303969,1
51475,420521,708158,1
51475,954467,571790,1
51475,775599,303969,1
51475,366341,675724,1
51475,672122,457608,1
51475,708158,587251,1
51475,775599,587251,1
51475,383200,675724,1
51475,708158,675724,1
51475,435243,672122,1
51475,775599,708158,1
51475,420521,701264,1
51475,675724,295746,1
51475,366341,303969,1
51475,775599,954467,1
51475,420521,675724,1
51475,864738,571790,1
51475,857728,708158,1
51475,675724,672122,1
51475,435243,775599,1
51475,864738,672122,1
51475,850959,954467,1
51475,808116,675724,1
51475,857728,808116,1
51475,954467,295746,1
51475,383200,954467,1
51475,850959,303969,1
51475,366341,708158,1
51475,808116,708158,1
51475,857728,701264,1
51475,435243,954467,1
51475,850959,587251,1
51475,420521,571790,1
51475,366341,383200,1
51475,857728,383200,1
51475,383200,457608,1
51475,857728,435243,1
51475,708158,303969,1
51475,808116,672122,1
51475,435243,701264,1
51723,51723,667147,1
51723,51723,689480,1
51723,51723,879645,1
51723,51723,374116,1
51723,51723,435153,1
51723,51723,811005,1
51723,51723,405458,1
51723,51723,287202,1
51723,51723,600908,1
51723,51723,281666,1
51723,51723,812164,1
51723,51723,964324,1
51723,51723,965988,1
51723,287202,772427,1
51723,772427,790319,1
51723,287202,812164,1
51723,281666,772427,1
51723,811005,879645,1
51723,811005,812164,1
51723,281666,600908,1
51723,281666,965988,1
51723,374116,965988,1
51723,51723,790319,1
51723,964324,667147,1
51723,689480,435153,1
51723,964324,965988,1
51723,811005,435153,1
51723,964324,600908,1
51723,689480,812164,1
51723,281666,811005,1
51723,51723,994845,1
51723,772427,811005,1
51723,281666,435153,1
51723,772427,689480,1
51723,51723,663780,1
51723,772427,435153,1
51723,287202,435153,1
51723,772427,812164,1
51723,435153,600908,1
51723,964324,811005,1
51723,287202,811005,1
51723,281666,374116,1
51723,51723,645901,1
51723,667147,965988,1
51723,435153,812164,1
51723,374116,964324,1
51723,811005,600908,1
51723,281666,964324,1
51723,287202,689480,1
51723,811005,965988,1
51723,667147,645901,1
51723,287202,790319,1
51723,51723,772427,1
51851,51851,779476,1
51851,51851,329006,1
51851,51851,236362,1
51851,51851,928770,1
51851,51851,913327,1
51851,51851,591842,1
51851,51851,689238,1
51851,236362,602767,1
51851,329006,236362,1
51851,779476,602767,1
51851,309212,928770,1
51851,329006,913327,1
51851,51851,412546,1
51851,779473,602767,1
51851,236362,309212,1
51851,779476,913327,1
51851,779473,928770,1
51851,329006,591842,1
51851,928770,602767,1
51851,329006,779476,1
51851,51851,309212,1
51851,779476,412546,1
51851,236362,591842,1
51851,236362,779476,1
51851,236362,913327,1
51851,329006,412546,1
51851,51851,779473,1
51851,689238,779476,1
51851,329006,602767,1
51851,329006,309212,1
51851,689238,236362,1
51851,779476,591842,1
51851,309212,602767,1
51851,689238,309212,1
51851,51851,602767,1
51851,689238,412546,1
51851,779473,309212,1
51851,689238,913327,1
51851,689238,602767,1
51851,689238,779473,1
51851,779476,309212,1
51851,591842,412546,1
51851,236362,412546,1
51851,689238,928770,1
51851,236362,928770,1
51851,689238,591842,1
51851,689238,329006,1
51952,51952,239664,1
51952,51952,682704,1
51952,51952,724072,1
51952,51952,495204,1
51952,51952,592357,1
51952,51952,807580,1
51952,51952,611842,1
51952,51952,603053,1
51952,51952,992192,1
51952,682704,592357,1
51952,724072,592357,1
51952,495204,592357,1
51952,724072,682704,1
51952,724072,807580,1
51952,495204,992192,1
51952,603053,992192,1
51952,239664,992192,1
51952,682704,611842,1
51952,495204,807580,1
51952,239664,603053,1
51952,682704,992192,1
51952,592357,992192,1
51952,495204,603053,1
51952,239664,495204,1
51952,682704,807580,1
51952,603053,611842,1
51952,239664,592357,1
51952,239664,807580,1
51952,239664,724072,1
51952,495204,724072,1
51952,592357,611842,1
51952,603053,807580,1
51952,239664,682704,1
51952,239664,611842,1
51952,495204,611842,1
51952,682704,603053,1
51952,611842,992192,1
51952,603053,592357,1
51952,807580,611842,1
51952,495204,682704,1
51952,807580,592357,1
51952,807580,992192,1
52051,203217,919292,1
52051,264514,586641,1
52051,264514,960811,1
52051,330406,960811,1
52051,264514,483389,1
52051,203217,483389,1
52051,52051,919292,1
52051,483389,960811,1
52051,789891,203217,1
52051,52051,960811,1
52051,919292,750659,1
52051,203217,330406,1
52051,919292,483389,1
52051,789891,750659,1
52051,483389,937272,1
52051,52051,573975,1
52051,989431,937272,1
52051,203217,750659,1
52051,750659,989431,1
52051,52051,750659,1
52051,750659,573975,1
52051,52051,330406,1
52051,586641,960811,1
52051,264514,750659,1
52051,989431,586641,1
52051,264514,937272,1
52051,789891,483389,1
52051,52051,789891,1
52051,483389,573975,1
52051,330406,989431,1
52051,264514,330406,1
52051,789891,330406,1
52051,989431,483389,1
52051,937272,960811,1
52051,330406,937272,1
52051,203217,989431,1
52051,483389,586641,1
52051,52051,989431,1
52051,789891,586641,1
52051,52051,937272,1
52051,750659,330406,1
52051,937272,573975,1
52051,330406,573975,1
52051,919292,989431,1
52051,203217,573975,1
52051,989431,573975,1
52051,989431,960811,1
52051,919292,937272,1
52051,52051,483389,1
52051,483389,674702,1
52051,789891,919292,1
52051,264514,573975,1
52051,52051,586641,1
52051,750659,483389,1
52051,750659,586641,1
52051,52051,674702,1
52051,52051,203217,1
52051,919292,573975,1
52051,52051,264514,1
52051,573975,960811,1
52051,330406,674702,1
52051,573975,586641,1
52051,203217,937272,1
52051,789891,989431,1
52051,750659,937272,1
52051,330406,586641,1
52051,937272,586641,1
52051,750659,960811,1
52051,330406,483389,1
52051,919292,330406,1
52051,264514,989431,1
52277,52277,31294,1
52277,329237,298123,1
52277,52277,489643,1
52277,606546,298123,1
52277,52277,525926,1
52277,329237,561692,1
52277,52277,824251,1
52277,298123,489643,1
52277,329237,824251,1
52277,52277,329237,1
52277,525926,329237,1
52277,561692,824251,1
52277,525926,298123,1
52277,298123,457377,1
52277,52277,298123,1
52277,52277,457377,1
52277,525926,824251,1
52277,31294,489643,1
52277,525926,561692,1
52277,606546,525926,1
52277,457377,824251,1
52277,52277,606546,1
52277,606546,329237,1
52277,52277,561692,1
52277,824251,31294,1
52277,298123,31294,1
52277,298123,824251,1
52277,606546,561692,1
52277,298123,561692,1
52277,606546,824251,1
52277,824251,489643,1
52302,52302,718768,1
52302,52302,768727,1
52302,52302,808813,1
52302,52302,838334,1
52302,52302,756959,1
52302,52302,629213,1
52302,52302,218806,1
52302,52302,780990,1
52302,52302,422945,1
52302,52302,445508,1
52302,52302,897114,1
52302,52302,574969,1
52302,52302,234993,1
52302,52302,855573,1
52302,52302,877460,1
52302,52302,652325,1
52302,52302,286981,1
52302,52302,408540,1
52302,52302,489469,1
52302,838334,877460,1
52302,567026,780990,1
52302,756959,780990,1
52302,877460,768727,1
52302,780990,574969,1
52302,808813,286981,1
52302,489469,422945,1
52302,286981,567026,1
52302,489469,756959,1
52302,718768,286981,1
52302,489469,445508,1
52302,877460,234993,1
52302,897114,286981,1
52302,422945,286981,1
52302,567026,574969,1
52302,718768,768727,1
52302,718768,877460,1
52302,756959,574969,1
52302,489469,286981,1
52302,218806,422945,1
52302,422945,808813,1
52302,897114,574969,1
52302,218806,897114,1
52302,855573,408540,1
52302,489469,567026,1
52302,877460,629213,1
52302,808813,780990,1
52302,408540,838334,1
52302,877460,652325,1
52302,489469,897114,1
52302,718768,574969,1
52302,218806,574969,1
52302,718768,780990,1
52302,218806,780990,1
52302,489469,574969,1
52302,218806,286981,1
52302,445508,574969,1
52302,897114,768727,1
52302,445508,286981,1
52302,445508,780990,1
52302,234993,629213,1
52302,422945,780990,1
52302,489469,780990,1
52302,652325,768727,1
52302,445508,567026,1
52302,718768,489469,1
52302,808813,445508,1
52302,897114,808813,1
52302,652325,629213,1
52302,422945,567026,1
52302,218806,808813,1
52302,422945,574969,1
52302,489469,768727,1
52302,718768,567026,1
52302,574969,234993,1
52302,286981,574969,1
52302,574969,652325,1
52302,756959,445508,1
52302,855573,877460,1
52302,897114,445508,1
52302,286981,780990,1
52302,808813,567026,1
52302,768727,629213,1
52302,808813,574969,1
52302,718768,897114,1
52302,756959,768727,1
52302,756959,286981,1
52302,218806,567026,1
52302,652325,234993,1
52302,489469,218806,1
52302,897114,567026,1
52302,52302,567026,1
52302,897114,780990,1
52302,574969,877460,1
52302,855573,838334,1
52302,756959,808813,1
52302,718768,808813,1
52302,234993,768727,1
52302,718768,422945,1
52302,718768,756959,1
52302,218806,445508,1
52302,422945,897114,1
52302,422945,445508,1
52302,489469,808813,1
52302,756959,422945,1
52302,218806,756959,1
52302,718768,445508,1
52302,718768,218806,1
52302,718768,652325,1
52302,756959,897114,1
52302,574969,768727,1
52302,756959,567026,1
52621,931201,424337,1
52621,52621,291572,1
52621,52621,931201,1
52621,698577,873375,1
52621,390357,873375,1
52621,52621,698577,1
52621,52621,390357,1
52621,52621,359480,1
52621,52621,424337,1
52621,52621,873375,1
52621,52621,759403,1
52621,931201,698577,1
52621,931201,873375,1
52848,310809,646304,1
52848,52848,348690,1
52848,772993,491840,1
52848,646304,337842,1
52848,52848,310809,1
52848,52848,646304,1
52848,52848,471617,1
52848,348690,370344,1
52848,337842,639699,1
52848,337842,772993,1
52848,52848,639699,1
52848,52848,337842,1
52848,310809,337842,1
52848,348690,337842,1
52848,337842,491840,1
52848,646304,772993,1
52848,348690,471617,1
52848,639699,471617,1
52848,639699,370344,1
52848,310809,370344,1
